SMILES,affinity,QED,MW
COc1ccc(Cl)c(NC(=O)c2cccc(-c3cc(N4CCNCC4)c4c(=O)n(C)c(=O)n(C)c4n3)c2)c1,-8.539,0.4047772541475155,535.0040000000005
COCc1nc(-c2ccccc2C)oc1CNC1CC1,-6.301,0.8776756667294237,272.34800000000007
CCNCc1cc(N(C)CCCCCO)cnc1Cl,-5.745,0.5404343019130252,285.81899999999996
CCCNc1ccc(C)c(C(=O)N(CC(N)=O)C(C)C)c1,-6.811,0.8079728352864809,291.395
CCOc1ccc(NC(=O)CSc2nnc(C3CC3)n2CC)cc1,-6.637,0.7428086977154548,346.45600000000013
CC(C)N1CCN(C(=O)N2CC3NCCCC3C2c2ccccc2F)CC1,-7.697,0.8651256724938837,374.50400000000013
CC1CC(N)C(C(=O)O)C1,-4.544,0.5596355168708201,143.18599999999998
CC(C)CN(c1cncc(NN)n1)C1CC1,-5.542,0.5806587452652476,221.30799999999996
NNC(=O)c1ccsn1,-4.753,0.3232947514857065,143.171
O=c1c2ccccc2nc(CCCO)n1-c1ccc(C(F)(F)F)cc1F,-6.949,0.7197113189851757,366.31399999999996
CCCOc1ccc(C=NNC(=O)C2CSC(=S)N2)cc1,-5.918,0.47565400091840765,323.4429999999999
CN(Cc1cccc([N+](=O)[O-])c1Cl)CC(F)(F)F,-5.503,0.6289697759037506,282.64899999999994
CN=C(NCCc1coc(-c2ccccc2)n1)NCc1sc(C)nc1C,-6.96,0.5148938861007708,369.49400000000014
CC1(C2CCN(c3cnccn3)C2)C(=O)ON=C1OCc1ccccc1,-7.436,0.7865908651912357,352.3940000000001
Cc1cc(C)nc(N2CCN(Cc3cc(Cl)c4c(c3)OCO4)CC2)c1,-8.083,0.8392636950761957,359.8570000000002
Cn1cc(C=O)c(C2CCSC2)n1,-5.259,0.6714999664788898,196.27499999999998
CC(CC(C)C)=NOP(=O)(CCN)SCC(C)C,-5.251,0.3968718419010388,294.401
Cc1ccc(N)c2cn[nH]c12,-5.708,0.5539959138439055,147.181
COCCNc1[nH]nc2nccc(-c3ccc(CCCCN=C(N)NC(=O)c4cc(-c5ccccc5)on4)cc3)c12,-8.847,0.10075176279221305,552.6390000000002
COC(=O)c1ccc2nc(-c3ccccc3Cl)n(C)c2c1,-6.824,0.6781396645773649,300.74500000000006
CC(=O)NC(C(=O)O)N(CCC#N)S(C)(=O)=O,-5.0,0.5736551756101983,263.275
COc1ccc(Oc2c(C(=O)N3CCN(c4ccccc4)CC3)cnn2C)cc1,-6.482,0.667471766060955,392.4590000000001
CNC1CCC(C)(C)c2cc(N(CCCOC(C)C)C(=O)C(=C(C)O)C3=C(C(F)(F)F)NC(C)C3C(N)=O)ccc21,-6.921,0.17762155941861857,580.6920000000001
COC(=O)C(C)CN(CC(C)C)C(=O)C=Cc1cccc(F)c1,-6.058,0.5724295506470523,321.392
CC(C(=O)Nc1ccc(F)cc1)N1CCN(c2cccc(Cl)c2)CC1,-7.559,0.9028767701027512,361.84800000000007
COc1ccc(NN=CC=Cc2ccccc2)cc1,-6.338,0.6482214259782508,252.31700000000004
CC(C)C(Br)CNC(=O)c1ccc(Cl)cc1Br,-6.023,0.7739668862984769,383.511
COC(=O)CC1COCCN1S(=O)(=O)c1c(C)noc1C,-6.082,0.7333748014937752,318.35100000000006
CC1C(c2ccc(C(F)(F)F)c(F)c2)OC(=O)N1Cc1c(OC(F)(F)F)c(C(F)F)nn1C(C)C,-6.928,0.4070505115775145,519.3640000000001
CCN(CCOc1ccc(N)cc1)CC(F)(F)F,-5.615,0.8005806638745524,262.275
COc1ccc(F)cc1C1(CSc2c[nH]c3ccc(F)cc23)CCCN(C2CCC3(CC2)OCCO3)C1,-7.683,0.382522394550144,528.6650000000004
CC1C(C(=O)O)CCCN1Cc1nc2ccccc2c(=O)[nH]1,-8.16,0.8991638277614946,301.34600000000006
CCCCOc1cccc(C2c3c(oc4cc(OC)c(Cl)cc4c3=O)C(=O)N2c2cc(C)ccc2C)c1,-7.801,0.24675692452875597,518.0090000000002
CC(C)c1nc(C(N)=O)c(-c2cccc(C3CCCC3)c2)n1Cc1ccccc1,-7.564,0.6087759212184989,387.5270000000001
CCCNC(C1CC1)C(C)(C)C(=O)O,-4.873,0.6863381305434914,199.29399999999998
c1c(-c2ccc(C(=CCCBr)C)cc2)c[nH]c(=C/CCl)/c1=C\C(OCC)=O,,,
C=CCCC1N=C(C(c2ccccc2)c2ccccc2)OC1(Cl)Cl,-7.395,0.4773584098568486,360.284
CCCOc1ccnc(CSc2nnc(NCCCN3CC4C(C3=O)C3C5CC5C4C4C(=O)N(c5ccccc5)C(=O)C43)s2)c1C,-8.602,0.16477646383079753,658.8500000000003
CC(c1nn(C)c2c(N3CCC4CC4C3)ccnc12)N1CCN(c2ccc(F)cn2)CC1,-7.89,0.6272865539723129,435.5510000000002
CCCS(=O)(=O)c1ccccc1NCc1ccc(C)nc1,-6.562,0.8901536992492656,304.4150000000001
CN=C(NCCc1c[nH]c2ccc(Cl)cc12)NCC(=O)c1ccccc1,-7.902,0.35455714075470646,368.86800000000017
CN1CCN(C(=O)Cc2c(-c3ccc(-c4ccc(C(F)(F)F)cn4)cc3)nc3c(-c4ccccc4)cnc(N)n23)CC1,-8.615,0.3178135644378973,571.6069999999999
O=C1NC2CSC2C(c2ccc(COc3ccc(Cl)cc3)o2)N1,-7.941,0.8872142626587752,350.827
CCC(CNC(C)(C)C)CN(C)CC1CCCN1CC,-5.247,0.7388335750919318,283.50399999999996
CC(=O)c1ccccc1NS(=O)(=O)c1cccc(C(=O)Nc2nnc(C3CC3)s2)c1,-7.795,0.5391329476598932,442.52200000000016
CC(C)CN1Cc2cc(C(=O)Nc3ccc(OCc4ccc(CN(C)C)nc4)cc3)ccc2C1=O,-7.71,0.4932256304078186,472.5890000000002
Cc1cccc2c1OC(CN(Cc1ccccc1)S(=O)(=O)c1ccc(Br)cc1)CC2,-7.663,0.4726137664684146,486.4310000000002
CCNCc1ccc(N2CCC3CC(C2)N3)c(Cl)c1,-4.768,0.886236304949802,279.81499999999994
CC(OC(=O)COc1ccc2c(c1)CCC2)C(=O)Nc1cccc(C#N)c1,-7.228,0.7962193411019954,364.401
CCC(CBr)CSCC1(N)CC1c1ccccc1,-5.749,0.7650606146476853,328.319
CCCn1cc(CNC2CCC(CC)CC2)cn1,-6.218,0.8376077641660346,249.40199999999993
Cc1ccc(OCC(F)(F)F)c(NC(=O)NCC2(O)CCOCC2)c1,-6.728,0.7522831834970533,362.34800000000024
O=C(Cn1c(-c2ccncc2)nc2ccccc21)NN=Cc1ccco1,-6.992,0.4451022735366984,345.3620000000001
Cc1nc(NC(=O)OC(C)(C)C)sc1S(=O)(=O)Cl,-5.868,0.8485786317017346,312.80000000000007
CCOc1ccc(C(O)=C2C(=O)C(=O)N(c3nc(C)c(C(C)=O)s3)C2c2cccc(O)c2)cc1,-7.035,0.23358863829985432,478.5260000000002
CCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,,
CC1CCC(C(Cl)c2nc3ccccc3s2)OC1,-6.237,0.7617561808396752,281.80800000000005
c1ccc2c(c1)CCCN2Cc1ccc(NC2=NCCO2)cc1,-7.022,0.943556645301353,307.39700000000005
O=C(NNCc1nc2cccnc2n1-c1cccc(Br)c1)c1ccc(Cl)cc1Cl,-7.808,0.3891057414839863,491.17600000000016
N#Cc1ccc(OC2CC3(C2)CC(c2nnc(C(F)F)o2)C3C(=O)Nc2ccc(-n3cnnn3)nc2)cc1F,-8.249,0.37055836828766164,537.4620000000002
Cc1cc2[nH]c(C(=O)O)cc2o1,-5.895,0.6761779155496968,165.148
Cc1ccc(Cc2ncc(C3CCCN3)[nH]2)c(C)c1,-7.705,0.8847269423662054,255.365
CC(NS(=O)(=O)c1ccc(C(=O)O)n(C)c1=O)c1ccccc1,-6.645,0.8510995307852568,336.369
CCN(CC)Cc1csc(C(=O)NCCc2c[nH]c3ccccc23)c1,-7.067,0.6404595492629834,355.507
CCCOc1nc(NCC)nc(OC)n1,-5.487,0.7611220771018924,212.253
O=C(NCc1ccccc1)c1ccnc(C(=O)Nc2ccc3c(c2)OCCO3)c1,-8.489,0.700149049912991,389.4110000000002
CC(CCC(O)C(F)(F)F)C1(O)CC1O,-5.213,0.6673061077518637,228.20999999999998
CCn1cc(Cc2ccccc2)c2[nH]c3ccc(NC(C)=O)cc3c(=O)c21,-7.932,0.5771270664556504,359.4290000000002
CCc1ccc(C2CC(CS(=O)(=O)Cl)OC(c3ccc([N+](=O)[O-])cc3)O2)cc1,-6.918,0.38925044516402035,425.8900000000001
CC1CCN(C(=O)CC2(N)CCCC2)CC1O,-6.208,0.7526329173923565,240.34699999999992
COc1cccc(F)c1CC(Cl)c1csc(C(F)(F)F)n1,-7.074,0.5875687725012264,339.741
CC(C)C(=O)N1CCC2CCC(C1)N2S(C)(=O)=O,-4.248,0.7433475537615287,274.386
Cc1ccc(S(=O)(=O)N(CC(=O)Nc2c(C)cccc2C)c2cc(C)cc(C)c2)cc1,-7.723,0.5871115258819568,436.57700000000017
COc1ccc(CNCc2cc(C)c(O)c(C)c2)cc1,-6.493,0.8763469999529303,271.36
CC(C)C1CC(Nc2cccc(C(=O)NC3CC3)c2)NN1,-7.36,0.6674093918360183,288.3949999999999
CN(C)S(=O)(=O)c1cccc(C(=O)NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,-7.425,0.751916533333444,426.47200000000026
COc1cccc(OC)c1C(=O)Nc1ccc(Cn2ccnc2)nc1,-6.215,0.7473126025944999,338.367
O=C(O)c1ccc(CN2C(=O)CCC2C(O)c2ccc(O)cc2)cc1,-7.282,0.7751537532346939,341.363
Cc1cc(-c2ccccc2)nc(N2CCC(C(=O)NCc3ccc4c(c3)OCO4)CC2)n1,-8.963,0.6650247093339915,430.50800000000027
OCC1(NC2CCSC2)CCOCC1,-4.686,0.7271421257283279,217.33399999999992
Cc1nnc2c(N3CCC4(CC3)CCN(C(C)C(F)(F)F)C4)nc(Cl)nn12,-6.974,0.7679769960074568,403.84000000000003
CSCCOc1ccc2c(c1)[S+]([O-])c1ccc(F)cc1O2,-5.3,0.6328232980094938,324.3980000000001
O=C(NC1CC1)C1CC(O)CN1C(=O)c1cc2occc2o1,-7.043,0.8772801604115105,304.302
CS(=O)(=O)N1CCN(C(=O)Cc2ccccc2F)CC1,-6.162,0.8152917903261314,300.3550000000001
O=C(Nc1ccc(Cl)cc1)OCCCCCOc1ccccc1S(=O)(=O)N1CCNCC1,-6.985,0.5017258197191068,482.00200000000024
O=C1CCNCP1,-3.215,0.45714935103150234,117.088
c1c(C(N(C)C)=O)c[nH]c2c1c(ncn2)Nc1ccc(Oc2ccccc2)cc1,,,
N#Cc1ncc(C(F)F)c(Br)c1CN,-4.712,0.887252859509688,262.05699999999996
CCn1cnc2nc(SCC(=O)Nc3nnc(C)s3)n(C)c(=O)c21,-7.134,0.5315048464776972,365.44400000000013
CCC(C)N1C(=O)CC(c2ccc(Cl)cc2)C1C(=O)Nc1cccc(C)c1,-7.491,0.8066637471286938,384.90700000000015
CC1(C)C2CCC1(Oc1ccc(CN)cn1)CC2,-6.169,0.8917484695025198,246.35399999999998
CC(C)(C)C(N)C(=O)N1CCC1(C)C,-4.79,0.6914392211484178,198.30999999999995
Cc1ccccc1-c1ccc(C(=O)O)c(OCC2CCCCC2)c1,-7.196,0.8094263678165116,324.42000000000013
COCCCNCc1ccon1,-4.73,0.6413999118093873,170.21200000000002
CC=NC1=Cc2oc(=O)c(=O)c3cnc(n(C(C)c4ccccc4)c2-3)C=C1,,,
CNC1CCC(C)(C)CC1CN1CCC(COC)CC1,-5.956,0.83897148889338,282.47200000000004
O=C(O)C1=COCCc2ccoc21,-4.028,0.7066702648981213,180.159
CC(=O)c1[nH]c(C)c(C(=O)Nc2ccc(C)c(C)c2)c1C,-7.109,0.8440553827020173,284.35900000000004
C1=CC(c2ccc3oc4ccc(-c5ccc6oc7cccc(N(c8ccccc8)c8ccccc8)c7c6c5)cc4c3c2)=CCC1,-9.253,0.20308216243335833,579.699
C=C(Br)CCc1cnn(Cc2ccccc2Cl)c1,-6.446,0.7951287798002368,325.63700000000006
CC1CC(N)CCN1S(=O)(=O)c1ccc[nH]c1=O,-6.521,0.7831392164151662,271.34200000000004
NC(=O)C(Nc1cnc2n(-c3ccc(OC(=O)Cl)c(F)c3)c(=O)cc(C(=O)OCc3ccc([N+](=O)[O-])cc3)n12)c1ccccc1,-7.525,0.09706973234350644,634.9640000000003
CCC1CN(CCc2c(N)cccc2Br)C(CC)CN1,-5.879,0.8098517098596214,340.3090000000001
COc1ccc2c(c1)CC(Cc1cc(C)cc(C)c1)c1c-2n(Cc2ccc(F)c(F)c2)c2ccccc12,-8.251,0.24099633441861162,493.5970000000002
CCC1(C)CC1CNC(=NC)NCCOc1ccccc1F,-6.617,0.4624513549636153,307.41299999999995
COc1ccc(-c2[nH]c(=O)c(-c3ccccc3)c3c2CCC=C3)cc1,-7.305,0.7580768836471216,329.3990000000001
CCN(CCO)C(=O)c1cc(NC(=O)CCc2c(C)noc2C)ccc1Cl,-6.266,0.7183563771023705,393.8710000000001
CC(C)(C)c1csc(CC(=O)c2ccc(CCl)nn2)n1,-6.333,0.6414112087833305,309.82199999999995
CCNc1ncc(Br)c(N(C)CC2CCN(C)CC2)n1,-6.638,0.8905493988480045,342.28500000000014
COc1ccccc1OC(=O)c1cc2cc3c(cc2oc1=O)C(C)(C)CCC3(C)C,-7.373,0.3323261302470773,406.47800000000024
Cn1ccc(-c2nc3c(c(N4CCNCC4)n2)CCCCC3)n1,-5.435,0.8528669518166748,312.4210000000001
Nc1cc(Br)cc(-c2nnnn2Cc2ccc(Br)o2)c1,-6.887,0.6851015573737416,399.04600000000005
CCCC(CCC)Cc1cc2ccccc2c(=O)[nH]1,-7.024,0.8224864450949407,257.377
CCCC(CCCC(=O)N1CCC(c2ccc(Cn3nnc4ccc(C(C)C)cc43)cc2)CC1)N1C(O)=NS(=O)(=O)c2ccccc21,-9.525,0.18914340234094681,656.8530000000002
C#Cc1ccc2ccc(Cl)cc2c1Cl,-5.891,0.5864831609493808,221.08599999999998
CC1(CC=O)c2cc(F)ccc2-c2cnc(Cl)cc21,-6.333,0.6170921391651673,275.71000000000004
