SMILES,SMILES_state,NLL
CN=C(NCCc1coc(-c2ccccc2)n1)NCc1sc(C)nc1C,1,27.43
CC1(C2CCN(c3cnccn3)C2)C(=O)ON=C1OCc1ccccc1,1,44.41
Cc1cc(C)nc(N2CCN(Cc3cc(Cl)c4c(c3)OCO4)CC2)c1,1,31.51
Cn1cc(C=O)c(C2CCSC2)n1,1,26.99
CC(CC(C)C)=NOP(=O)(CCN)SCC(C)C,1,42.85
Cc1ccc(N)c2cn[nH]c12,1,23.63
COCCNc1[nH]nc2nccc(-c3ccc(CCCCN=C(N)NC(=O)c4cc(-c5ccccc5)on4)cc3)c12,1,56.03
COC(=O)c1ccc2nc(-c3ccccc3Cl)n(C)c2c1,1,27.04
CC(=O)NC(C(=O)O)N(CCC#N)S(C)(=O)=O,1,36.01
COc1ccc(Oc2c(C(=O)N3CCN(c4ccccc4)CC3)cnn2C)cc1,1,33.73
CNC1CCC(C)(C)c2cc(N(CCCOC(C)C)C(=O)C(=C(C)O)C3=C(C(F)(F)F)NC(C)C3C(N)=O)ccc21,1,78.68
COC(=O)C(C)CN(CC(C)C)C(=O)C=Cc1cccc(F)c1,1,31.28
CC(C(=O)Nc1ccc(F)cc1)N1CCN(c2cccc(Cl)c2)CC1,1,25.83
COc1ccc(NN=CC=Cc2ccccc2)cc1,1,24.36
CC(C)C(Br)CNC(=O)c1ccc(Cl)cc1Br,1,26.15
COC(=O)CC1COCCN1S(=O)(=O)c1c(C)noc1C,1,26.94
CC1C(c2ccc(C(F)(F)F)c(F)c2)OC(=O)N1Cc1c(OC(F)(F)F)c(C(F)F)nn1C(C)C,1,49.31
CCN(CCOc1ccc(N)cc1)CC(F)(F)F,1,22.4
COc1ccc(F)cc1C1(CSc2c[nH]c3ccc(F)cc23)CCCN(C2CCC3(CC2)OCCO3)C1,1,59.81
CC1C(C(=O)O)CCCN1Cc1nc2ccccc2c(=O)[nH]1,1,28.86
CCCCOc1cccc(C2c3c(oc4cc(OC)c(Cl)cc4c3=O)C(=O)N2c2cc(C)ccc2C)c1,1,34.75
CC(C)c1nc(C(N)=O)c(-c2cccc(C3CCCC3)c2)n1Cc1ccccc1,1,41.44
CCCNC(C1CC1)C(C)(C)C(=O)O,1,26.66
c1c(-c2ccc(C(=CCCBr)C)cc2)c[nH]c(=C/CCl)/c1=C\C(OCC)=O,0,56.75
C=CCCC1N=C(C(c2ccccc2)c2ccccc2)OC1(Cl)Cl,1,39.4
CCCOc1ccnc(CSc2nnc(NCCCN3CC4C(C3=O)C3C5CC5C4C4C(=O)N(c5ccccc5)C(=O)C43)s2)c1C,1,64.5
CC(c1nn(C)c2c(N3CCC4CC4C3)ccnc12)N1CCN(c2ccc(F)cn2)CC1,1,56.46
CCCS(=O)(=O)c1ccccc1NCc1ccc(C)nc1,1,28.13
CN=C(NCCc1c[nH]c2ccc(Cl)cc12)NCC(=O)c1ccccc1,1,30.2
CN1CCN(C(=O)Cc2c(-c3ccc(-c4ccc(C(F)(F)F)cn4)cc3)nc3c(-c4ccccc4)cnc(N)n23)CC1,1,49.53
O=C1NC2CSC2C(c2ccc(COc3ccc(Cl)cc3)o2)N1,1,33.56
CCC(CNC(C)(C)C)CN(C)CC1CCCN1CC,1,24.87
CC(=O)c1ccccc1NS(=O)(=O)c1cccc(C(=O)Nc2nnc(C3CC3)s2)c1,1,34.31
CC(C)CN1Cc2cc(C(=O)Nc3ccc(OCc4ccc(CN(C)C)nc4)cc3)ccc2C1=O,1,44.97
Cc1cccc2c1OC(CN(Cc1ccccc1)S(=O)(=O)c1ccc(Br)cc1)CC2,1,40.38
CCNCc1ccc(N2CCC3CC(C2)N3)c(Cl)c1,1,34.64
CC(OC(=O)COc1ccc2c(c1)CCC2)C(=O)Nc1cccc(C#N)c1,1,27.97
CCC(CBr)CSCC1(N)CC1c1ccccc1,1,38.38
CCCn1cc(CNC2CCC(CC)CC2)cn1,1,23.94
Cc1ccc(OCC(F)(F)F)c(NC(=O)NCC2(O)CCOCC2)c1,1,30.33
O=C(Cn1c(-c2ccncc2)nc2ccccc21)NN=Cc1ccco1,1,29.76
Cc1nc(NC(=O)OC(C)(C)C)sc1S(=O)(=O)Cl,1,27.46
CCOc1ccc(C(O)=C2C(=O)C(=O)N(c3nc(C)c(C(C)=O)s3)C2c2cccc(O)c2)cc1,1,33.06
CCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1,44.15
CC1CCC(C(Cl)c2nc3ccccc3s2)OC1,1,32.58
c1ccc2c(c1)CCCN2Cc1ccc(NC2=NCCO2)cc1,1,32.8
O=C(NNCc1nc2cccnc2n1-c1cccc(Br)c1)c1ccc(Cl)cc1Cl,1,39.8
N#Cc1ccc(OC2CC3(C2)CC(c2nnc(C(F)F)o2)C3C(=O)Nc2ccc(-n3cnnn3)nc2)cc1F,1,58.93
Cc1cc2[nH]c(C(=O)O)cc2o1,1,24.01
Cc1ccc(Cc2ncc(C3CCCN3)[nH]2)c(C)c1,1,31.73
CC(NS(=O)(=O)c1ccc(C(=O)O)n(C)c1=O)c1ccccc1,1,32.41
CCN(CC)Cc1csc(C(=O)NCCc2c[nH]c3ccccc23)c1,1,30.89
CCCOc1nc(NCC)nc(OC)n1,1,23.04
O=C(NCc1ccccc1)c1ccnc(C(=O)Nc2ccc3c(c2)OCCO3)c1,1,26.58
CC(CCC(O)C(F)(F)F)C1(O)CC1O,1,38.31
CCn1cc(Cc2ccccc2)c2[nH]c3ccc(NC(C)=O)cc3c(=O)c21,1,38.58
CCc1ccc(C2CC(CS(=O)(=O)Cl)OC(c3ccc([N+](=O)[O-])cc3)O2)cc1,1,39.71
CC1CCN(C(=O)CC2(N)CCCC2)CC1O,1,24.1
COc1cccc(F)c1CC(Cl)c1csc(C(F)(F)F)n1,1,37.9
CC(C)C(=O)N1CCC2CCC(C1)N2S(C)(=O)=O,1,28.65
Cc1ccc(S(=O)(=O)N(CC(=O)Nc2c(C)cccc2C)c2cc(C)cc(C)c2)cc1,1,25.91
COc1ccc(CNCc2cc(C)c(O)c(C)c2)cc1,1,24.39
CC(C)C1CC(Nc2cccc(C(=O)NC3CC3)c2)NN1,1,32.19
CN(C)S(=O)(=O)c1cccc(C(=O)NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,1,30.95
COc1cccc(OC)c1C(=O)Nc1ccc(Cn2ccnc2)nc1,1,30.13
O=C(O)c1ccc(CN2C(=O)CCC2C(O)c2ccc(O)cc2)cc1,1,36.51
Cc1cc(-c2ccccc2)nc(N2CCC(C(=O)NCc3ccc4c(c3)OCO4)CC2)n1,1,30.3
OCC1(NC2CCSC2)CCOCC1,1,23.21
Cc1nnc2c(N3CCC4(CC3)CCN(C(C)C(F)(F)F)C4)nc(Cl)nn12,1,41.95
CSCCOc1ccc2c(c1)[S+]([O-])c1ccc(F)cc1O2,1,37.72
O=C(NC1CC1)C1CC(O)CN1C(=O)c1cc2occc2o1,1,34.77
CS(=O)(=O)N1CCN(C(=O)Cc2ccccc2F)CC1,1,24.81
O=C(Nc1ccc(Cl)cc1)OCCCCCOc1ccccc1S(=O)(=O)N1CCNCC1,1,40.55
O=C1CCNCP1,1,23.31
c1c(C(N(C)C)=O)c[nH]c2c1c(ncn2)Nc1ccc(Oc2ccccc2)cc1,0,34.52
N#Cc1ncc(C(F)F)c(Br)c1CN,1,24.81
CCn1cnc2nc(SCC(=O)Nc3nnc(C)s3)n(C)c(=O)c21,1,31.0
CCC(C)N1C(=O)CC(c2ccc(Cl)cc2)C1C(=O)Nc1cccc(C)c1,1,39.47
CC1(C)C2CCC1(Oc1ccc(CN)cn1)CC2,1,30.39
CC(C)(C)C(N)C(=O)N1CCC1(C)C,1,28.97
Cc1ccccc1-c1ccc(C(=O)O)c(OCC2CCCCC2)c1,1,30.12
COCCCNCc1ccon1,1,22.88
CC=NC1=Cc2oc(=O)c(=O)c3cnc(n(C(C)c4ccccc4)c2-3)C=C1,1,51.51
CNC1CCC(C)(C)CC1CN1CCC(COC)CC1,1,24.49
O=C(O)C1=COCCc2ccoc21,1,30.91
CC(=O)c1[nH]c(C)c(C(=O)Nc2ccc(C)c(C)c2)c1C,1,28.92
C1=CC(c2ccc3oc4ccc(-c5ccc6oc7cccc(N(c8ccccc8)c8ccccc8)c7c6c5)cc4c3c2)=CCC1,1,41.59
C=C(Br)CCc1cnn(Cc2ccccc2Cl)c1,1,31.89
CC1CC(N)CCN1S(=O)(=O)c1ccc[nH]c1=O,1,26.39
NC(=O)C(Nc1cnc2n(-c3ccc(OC(=O)Cl)c(F)c3)c(=O)cc(C(=O)OCc3ccc([N+](=O)[O-])cc3)n12)c1ccccc1,1,76.68
CCC1CN(CCc2c(N)cccc2Br)C(CC)CN1,1,35.43
COc1ccc2c(c1)CC(Cc1cc(C)cc(C)c1)c1c-2n(Cc2ccc(F)c(F)c2)c2ccccc12,1,51.33
CCC1(C)CC1CNC(=NC)NCCOc1ccccc1F,1,35.32
COc1ccc(-c2[nH]c(=O)c(-c3ccccc3)c3c2CCC=C3)cc1,1,32.88
CCN(CCO)C(=O)c1cc(NC(=O)CCc2c(C)noc2C)ccc1Cl,1,39.52
CC(C)(C)c1csc(CC(=O)c2ccc(CCl)nn2)n1,1,36.99
CCNc1ncc(Br)c(N(C)CC2CCN(C)CC2)n1,1,27.26
COc1ccccc1OC(=O)c1cc2cc3c(cc2oc1=O)C(C)(C)CCC3(C)C,1,35.71
Cn1ccc(-c2nc3c(c(N4CCNCC4)n2)CCCCC3)n1,1,30.98
Nc1cc(Br)cc(-c2nnnn2Cc2ccc(Br)o2)c1,1,31.52
CCCC(CCC)Cc1cc2ccccc2c(=O)[nH]1,1,29.94
CCCC(CCCC(=O)N1CCC(c2ccc(Cn3nnc4ccc(C(C)C)cc43)cc2)CC1)N1C(O)=NS(=O)(=O)c2ccccc21,1,64.13
C#Cc1ccc2ccc(Cl)cc2c1Cl,1,25.4
CC1(CC=O)c2cc(F)ccc2-c2cnc(Cl)cc21,1,37.21
CCSN(C)c1ccc(-c2cc(N3CCOCC3)n3ncnc(N)c23)cc1,1,39.75
CCCCC(=O)Oc1c(C)c(C)c(O)c(O)c1C,1,33.02
CC(NCCOCC(F)F)c1cn[nH]c1,1,25.41
CC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1C(=O)NNC(=O)c1cccc(Cl)c1,1,34.97
O=C(CC(CCc1ccc(F)cc1)c1cccc(F)c1)Nc1cc2ccccc2nc1Cl,1,47.01
COc1nc2c(n1CC1CC(N3C4=CC(n5nnn(C)c5=O)=NC3=CC(Cl)=C(C3(C#N)CC3)C(Cl)=C4)CCC1O)CCCC2=O,1,88.07
CCCC1CCC(O)(C(=O)NCCn2cccn2)CC1,1,30.48
COc1ccccc1-c1sc(C)nc1C(=O)OCC(=O)N(C)Cc1ccc(Cl)cc1,1,38.78
O=c1c(-c2ccno2)cc(CC2CCSCC2)cn1-c1ccccc1,1,42.07
CSc1nccc(-c2ccc(C)c(N3C(=O)OCC34CCC(NC(=O)OC(C)(C)C)=N4)c2)n1,1,50.74
CN(CC(=O)N(C)CCC#N)CC1CNCCO1,1,25.6
CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccc4c(c3)CCC4O)cc2CN)CC1,1,42.57
c1(c(OC)ccc2CC3[C@@]45c6c(c(ccc6C[C@@H](N(C(=O)N[C@@H](Cc6ccccc6)COCCO)[C@H](C=C)[C@H]5O3)C)OC(C[C@H](C(OC(C)(C)C)=O)CC(C)C)=O)CCCc4c21)OC,0,91.91
C#CCCC(C)(O)Cc1ccccc1,1,23.55
CCCCCOC(=O)C(C)S(=O)(=O)c1ccccc1,1,30.13
CC12C(c3nc(CCC(=O)O)no3)=CCC3CCC1CCC32,1,43.53
Clc1ccc(Cl)c(CSc2ncns2)n1,1,23.53
COc1ccc2c(c1)CCC1C2CCC2(C)C(c3ccccc3)=CCC12,1,29.14
CCC(CC)(CN)C(=O)NCc1ccc(F)cc1,1,22.41
O=C(O)C=Cc1cnc(Oc2cncc(Cl)c2)nc1,1,29.36
C([C@@H](O)CO)[C@H](N)CN1C[C@H]1Cc1cc(c2c3c1OC1[C@H]4Cc5c(O)c(C)c6c(c5O[C@H]4[C@H]1N(C)[C@H]3C)c(O)c1C(CCc6c(c1cc2)C(NC)=O)O)NC(=O)[C@@H](C)N,0,139.06
Cc1ccccc1NC(=O)N1CCN(C(C)(Cl)C=O)CC1,1,39.71
CC(C)CCCCNC(C)Cc1ccc(Br)cc1,1,24.79
CC=CCn1c2c(c(=O)c(Cl)c1C(=O)OC)CCN(C(=O)c1ccc(Cl)cc1)C2,1,45.88
CC(=NNC(=O)CN(C)S(=O)(=O)c1ccc(C)cc1)c1ccc(N(c2ccccc2)S(C)(=O)=O)cc1,1,38.12
COc1ccc(N2CCN(C(=O)C3(c4cccc(OC)c4)CC3)CC2)cc1,1,28.08
CCCc1sc(-c2ccc(-c3ccc(-c4ccc(COCC)c(F)c4)cc3)cc2)nc1F,1,39.92
CC1CN(S(=O)(=O)c2ccc(S(C)(=O)=O)c(C(F)(F)F)c2)CC(C)(C)O1,1,35.91
CC(C)(C)CCc1csc(COc2ccc(Cl)cc2)n1,1,27.78
CCOc1ccc(CNCc2ccc(C)cc2OC)cc1OCC,1,29.7
O=C(OC)C(=O)COc1ccc2c(CC3C4(O)CC(CCl)(CCC3=O)O4)c3ccccc3c(=O)o2,0,70.45
Cc1oc(-c2ccc(F)cc2F)cc1C(=O)NC1CCN(S(C)(=O)=O)C1,1,38.93
CCOc1ccccc1NC(=O)CCCN1C(=O)CSc2ccccc21,1,27.15
CC(C)c1cccc2c1c1nc3nc(-c4ccc(-c5ccc(-c6ccc(F)cc6)c(-n6c7ccccc7c7ccccc76)c5)cc4)cc2n1c3O,1,66.79
CC1OCCC1Oc1cccnc1,1,24.51
COC(=O)c1ccc(-n2c(CO)c[nH]c2=S)cc1,1,24.93
CCn1nc(C)cc1C(=O)NC(CN(C(=O)C(=O)NC1CCC1)C1CC1)C1CCC(F)(F)CC1,1,47.76
Cc1ccc(S(=O)(=O)N(C)c2ccc(C#N)cc2)cc1,1,25.53
COc1ccc(C(=O)c2c(F)cccc2Br)cn1,1,27.2
NCc1ccccc1OCCNC(=O)Nc1ccccc1F,1,29.92
O=C(NC(CCc1ccccc1)c1ccccc1Cl)c1ccccn1,1,32.06
CN1CCC(c2cccc(C(=O)N3CCCc4cc(C(=O)NC5CCC(N)CC5)ccc43)c2)C1,1,46.7
O=Cc1nnnn1Cc1ccc(Cl)nc1,1,27.53
CCC(C)COc1ccc(C2N=C(N)c3ccc(O)cc3O2)cc1,1,43.35
COC(Cl)c1nc2cc([N+](=O)[O-])ccc2n1Cc1ccccc1C(=O)O,1,45.45
O=C1CC(c2cc(O)ccc2Cl)SC(=NCc2ccc(N3CCOCC3)cc2)N1,1,41.87
Cc1cccc(CC(=O)c2ccn[nH]2)c1,1,26.05
Cc1ccnc(N2CCC(CO)CC2)c1C(=O)NC1CCC(C)(C)c2c(Oc3ccnc(N4CCOCC4)n3)cc(Cl)cc21,1,62.79
C=CN=C(OC1(C)Cc2ccc(-c3noc(C)n3)nc2C1Cl)C(Cl)=CC,1,63.22
COC(=O)C1=C2CCC(C)(C)N2NC(C(C)=C(C)C(F)(F)F)C1C(=O)OC,1,60.73
CNC(c1cc(C)c(C)cc1C)c1cccnc1Cl,1,29.08
COC(=O)C1CC2CCCC2O1,1,24.41
CC1OC(c2ccc(F)c(F)c2)C(OCC(F)(F)F)C(O)C1ON1C2CC(NCc3ccccc3)NC2CN(CC(=O)O)C1N,1,84.35
O=C(CCCNC(=O)c1oc2ccccc2c1-n1cccc1)NN=Cc1ccc(OCc2ccccc2)c(Br)c1,1,42.72
Cc1cc(CNC(=O)c2ccc(Br)nc2)on1,1,24.98
CCCCCCCCCCCOCC(O)C1OC(O)(CC(=O)NC(=O)CCCCCCC)C(O)C1O,1,51.35
CC1CCSCCN1C(=O)NC1(C(=O)O)CCOCC1,1,28.26
O=Cc1cc(C=O)c(C(F)F)nc1Cl,1,24.67
CCCCOc1ccc(NC2(C)CCOCC2)cc1,1,25.92
